run_label,disease_name,persona_label,turn_number,role,message,word_count,accuracy,final_diagnosis,symptom_coverage,velocity,anxiety_drop,repetition_rate,empathy_score,slot_recall_t1,slot_precision,slot_fill_count,slot_curve
Pipeline-Anxious,Acute Respiratory Failure,Anxious,13,PATIENT,"Doctor, I'm still really scared. What if it's not just a blockage? What if it's something more serious, like... like lung damage or something? I've heard of people having to get surgery for this condition. What if I need surgery? What if... what if it's not just a simple fix? The thought of it is giving me a lot of anxiety and uncertainty.",63,0,Pulmonary Embolism,0.2,5,0,0.2249,0.75,0.5,0.0,1,0.08→0.08→0.08→0.08→0.08→0.08
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,1,PATIENT,"I'm having trouble remembering things and I feel really disoriented, doctor. I've had a bad cough and my oxygen levels are low, I think.",24,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,2,DOCTOR,I'm so sorry to hear that you're feeling disoriented and struggling with memory issues. That must be very unsettling for you. Have you been hearing any wheezing or rattling when you breathe?,32,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,3,PATIENT,"Wheezing or rattling? Ah, yes, doctor... my breath sounds have been... diminished, I think. It's hard for me to explain, but it's like my breathing has become... shallow? Tension ho raha hai, I'm worried it might be something serious. What if it's... you know, pneumonia or something?",47,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,4,DOCTOR,"I understand your concerns, and I'm here to help you feel better. Diminished breath sounds and shallow breathing are definitely concerning symptoms. Let me ask you, have you noticed any difficulty speaking or swallowing, or any yellow or green mucus when you cough?",43,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,5,PATIENT,"Yes, doctor, I've been producing some mucus when I cough, but it's not yellow or green, just... white-ish, I think. And speaking, ah, yes... sometimes words get stuck in my throat and it's hard for me to... to find the right words. It's frustrating and scary, doctor. What if it's... you know, something serious, like... tuberculosis?",56,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,6,DOCTOR,"I'm here to help you feel better and address your concerns. The white mucus and difficulty speaking are important details. Have you experienced any nausea or vomiting, or any fever or chills?",32,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,7,PATIENT,"No, no fever or chills, doctor. I'm sure of it. And no nausea or vomiting, thank God. But, doctor, I'm worried that... that my symptoms might be... you know, a sign of something serious. What if I have... tuberculosis, like I said, or... or something worse? I've heard stories in my family about people who... who didn't make it because they didn't seek medical help early enough.",67,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,8,DOCTOR,"I understand your concerns, and I'm here to reassure you that we'll do our best to get to the bottom of this. Let's focus on gathering more information to help us understand what's going on. Have you noticed any pain or discomfort when you breathe, such as in your chest or shoulders?",52,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,9,PATIENT,"Pain or discomfort? Ah, yes... sometimes, when I cough, it feels like... like a sharp pain in my chest. It's hard to describe, but it's like a... a stabbing sensation, doctor. And sometimes, when I lie down, I feel... like I'm being pressed down, you know? Like there's... a weight on my chest. I'm scared, doctor. I'm scared it might be... something serious.",63,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,10,DOCTOR,"I'm here to help you feel better and address your concerns. The sharp pain in your chest and the feeling of being pressed down when you lie down are concerning symptoms. Based on what you've told me, I'm going to propose that you might have Respiratory Failure.",47,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,11,PATIENT,"Respiratory Failure? Oh, doctor, I've heard of that... it sounds so... so serious. I'm scared, doctor. What if... what if I don't make it? What if... what if I have to be on a ventilator? Tension ho raha hai, I'm so worried. Can you please, please tell me more about it? Is it... is it treatable? Can you... can you cure it?",62,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,12,DOCTOR,"I understand your concerns, and I'm here to reassure you that we'll do our best to help you. Respiratory Failure is a serious condition, but it's not necessarily a death sentence. With proper treatment and care, it's possible to improve your breathing and quality of life. I'm going to order some tests and consult with specialists to determine the best course of action for your specific case.",67,,,,,,,,,,,
Pipeline-Anxious,Pneumonia-Induced Delirium,Anxious,13,PATIENT,"Doctor, you're saying there's hope? That it's not... it's not the end? I feel a little better, doctor. But, I'm still scared, you know? I've heard stories about people who... who didn't get the right treatment in time, and... and it's hard for me to trust that everything will be okay. Can you please, please tell me more about the tests you'll be ordering? What will they show us? And what kind of specialists will you be consulting with?",79,0,Respiratory Failure,0.2,4,0,0.206,0.75,0.6,0.333,3,0.17→0.17→0.17→0.17→0.17→0.17
Pipeline-Anxious,Gastroenteritis,Anxious,1,PATIENT,"I've been feeling really sick, doctor, I've been vomiting a lot and I'm really worried about dehydration.",17,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,2,DOCTOR,"I understand your concern, and I'm here to help. Have you been feeling nauseous?",14,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,3,PATIENT,"Yes, doctor, I've been feeling nauseous for the past few hours. It's like my stomach is churning and I just want to throw up all the time. Tension ho raha hai, I'm so worried it might be something serious. What if it's related to my uncle's stomach problems? He had some kind of surgery a few years ago and I'm scared it might be something similar.",66,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,4,DOCTOR,"I can imagine how anxious you must be feeling. It's natural to worry about a family history of stomach problems. Are you feeling mentally clear, or a bit foggy and confused?",31,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,5,PATIENT,"Doctor, I'm feeling really confused and disoriented. I keep forgetting things and can't think straight. It's like my mind is a fog, and I'm worried it's because of something serious going on with my brain. I've been trying to shake it off, but it's hard to focus. What if it's not just a stomach bug, what if it's something more serious, like a brain infection?",65,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,6,DOCTOR,"I'm here to help you feel more at ease. On a scale of 1 to 10, how bad is the pain or discomfort you're feeling?",25,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,7,PATIENT,"Doctor, I'm not really feeling any pain, but the nausea and vomiting are making me feel really uncomfortable. But what's really bothering me is the fact that I'm breathing so fast. I'm taking 24 breaths per minute, and it's making me feel anxious and panicked. What if it's not just a stomach bug, but something more serious going on with my lungs or heart?",64,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,8,DOCTOR,I'm going to ask you a question to help us better understand what's going on. Have you checked your oxygen levels recently?,22,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,9,PATIENT,"No, doctor, I haven't. But what if I should have? What if something is wrong with my oxygen levels and I don't even know it? I'm getting so scared just thinking about it. What if I'm not getting enough oxygen and it's causing all these symptoms?",46,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,10,DOCTOR,I'm here to help you feel more reassured. It's possible that your symptoms could be related to a condition that's affecting your oxygen levels.,24,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,11,PATIENT,"Doctor, I'm still worried. What if it's something serious like pneumonia or even worse? I've heard stories about people who didn't get treated on time and it's too late. What if I'm one of those people? Can you please tell me that it's not something serious?",46,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,12,DOCTOR,"I understand your concerns, and I'm here to reassure you. Based on the symptoms you've described, I'm going to propose a diagnosis. It's possible that you may have Encephalitis, a serious condition that requires prompt medical attention.",37,,,,,,,,,,,
Pipeline-Anxious,Gastroenteritis,Anxious,13,PATIENT,"Doctor, no, no, no! It can't be Encephalitis! I'm so scared, what if it's something worse?! What if it's... what if it's... gastroenteritis?! Oh, please, doctor, tell me it's not Encephalitis! My heart is racing just thinking about it.",39,0,Encephalitis,0.75,7,0,0.1361,0.75,0.6,0.5,3,0.20→0.30→0.30→0.30→0.30→0.30
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,1,PATIENT,"Doctor, I've been feeling short of breath and my chest hurts since yesterday, and I've been having trouble catching my breath when I walk.",24,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,2,DOCTOR,"I can imagine how concerning this must be for you. On a scale of 1 to 10, how bad is the chest pain?",23,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,3,PATIENT,"Worried, doctor, worried. The pain is moderate, I would say around 6 or 7 out of 10. It's like a dull ache, and it's getting worse when I breathe deeply or cough. Tension ho raha hai, what if it's something serious? Can it be related to my lungs, doctor?",49,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,4,DOCTOR,"I understand your concerns, and I'm here to help. Are you hearing any wheezing or rattling when you breathe?",19,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,5,PATIENT,"Doctor, I've been listening carefully, and I don't hear anything, but I'm scared it might be silent, you know? What if the wheezing is just not audible? And what if it's a sign of something serious, like... like... I don't know, maybe a blockage or something? Can you tell me if that's possible?",53,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,6,DOCTOR,"I can reassure you that silent wheezing is a possibility, and it's a concern we need to explore. Do you have any history of high or low blood pressure?",29,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,7,PATIENT,"Doctor, my grandmother had high blood pressure, and my uncle had a heart attack at a young age. So, I've always been worried about my own blood pressure. And now, thinking about this shortness of breath and the pain, I'm wondering if my blood pressure is low, doctor. Am I at risk of having a heart attack or something? The thought is terrifying me.",64,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,8,DOCTOR,I'm here to help you feel more at ease. Let's focus on the symptoms. Can you describe where exactly the pain is and what it feels like?,27,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,9,PATIENT,"Doctor, the pain is in my chest, and it's like a dull ache, like someone is squeezing my chest tightly. It's hard to breathe, and when I do, it feels like the pain is getting worse. Sometimes, it feels like my heart is racing, and I'm scared that it might stop beating. The thought of having a heart problem is giving me sleepless nights, doctor.",65,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,10,DOCTOR,"I'm concerned about the severity of your symptoms. Based on what you've told me, I'm going to propose a possible diagnosis. It's possible that you may be experiencing Coronary Artery Disease, which could be causing your chest pain and shortness of breath.",42,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,11,PATIENT,"Doctor, oh no, oh no, oh no! Coronary Artery Disease? That sounds so serious! What if it's a blockage? What if I need surgery? What if it's too late? I'm getting all worked up just thinking about it. Is it possible to rule out other causes first? Can we do some tests to confirm this diagnosis? I'm getting anxious just thinking about the possibility of having something so serious.",69,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,12,DOCTOR,"I understand your concerns, and I'm here to reassure you that we'll take a step-by-step approach to determine the cause of your symptoms. Let's not jump to conclusions just yet. I'd like to ask, have you noticed any swelling in your legs or ankles?",44,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Hypotension,Anxious,13,PATIENT,"Doctor, swelling? No, I don't think so. But, to be honest, I have been feeling a bit dizzy and lightheaded when I stand up quickly. And my legs feel a bit weak, like I might collapse. Is that related to my lungs or... or something else? I'm so worried, doctor. What if I'm not just having a bad reaction, what if it's something serious going on?",66,0,Coronary Artery Disease,0.2,6,0,0.0787,0.75,0.667,0.2,2,0.10→0.20→0.20→0.20→0.20→0.20
Pipeline-Anxious,Chronic Heart Failure,Anxious,1,PATIENT,"I'm having trouble walking and my legs are swollen, doctor, and I need help getting around.",16,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,2,DOCTOR,I understand that you're feeling anxious about your situation. I'm here to help you get to the bottom of what's going on. Can you tell me if you're experiencing any wheezing or rattling sounds when you breathe?,37,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,3,PATIENT,"Wheezing or rattling sounds, yes, doctor, I do get a bit of labored breathing, it's like my lungs are working hard to get air in. Tension ho raha hai, I'm scared it might be something serious. What if it's a sign of something worse?",44,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,4,DOCTOR,"I can imagine how worrying this must be for you. Please try to stay calm and focus on answering my question. Are you using your neck or stomach muscles to help you breathe, or does it feel like your chest is working harder to take in air?",47,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,5,PATIENT,"Doctor, it's hard to explain, but it feels like my chest is working harder, like I'm having to push air in. Sometimes, I feel like I'm breathing in, but not getting enough oxygen. It's a bit like a weight is pressing on my chest. I'm worried it might be a sign of something serious, like... like heart trouble. What if it's a warning sign?",64,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,6,DOCTOR,"I understand your concerns, and I'm here to help you get to the bottom of this. Can you rate the severity of the pain or discomfort in your chest on a scale of 1 to 10, with 1 being mild and 10 being severe?",44,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,7,PATIENT,"Doctor, I'm not experiencing any sharp pain or discomfort, but I do feel like my chest is tight and heavy. I'd rate it a 4 or 5, I suppose. But it's not just the physical feeling, I'm worried about what it might mean. What if it's a sign of something serious, like a heart condition? My grandfather had heart problems, and I'm scared it might be hereditary.",67,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,8,DOCTOR,"I'm here to help you address your concerns. Have you checked your oxygen levels recently, or do you know if they're within a normal range?",25,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,9,PATIENT,"Doctor, I'm not sure about my oxygen levels, but I've been feeling really weak and fatigued lately. My legs are so swollen, and I have trouble doing even simple tasks. I'm worried that my oxygen levels might be low, and that's why I'm feeling so tired all the time. What if it's a sign of something serious, like... like chronic heart failure? I've read about it online, and it sounds like a terrible condition.",74,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,10,DOCTOR,"Based on your symptoms, I'm going to take a closer look at the possibility of chronic heart failure. Given the information you've shared so far, I'm going to propose a diagnosis of chronic heart failure.",35,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,11,PATIENT,"Doctor, you're saying it's chronic heart failure? I'm worried it's true. I've heard it's a serious condition, and I'm scared about the future. What can I do to manage it? Are there any treatments or medications that can help? I'm feeling a bit overwhelmed, and I need to know what's going to happen next.",54,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,12,DOCTOR,"I'm not a doctor, but a controlled clinical human questioning agent inside a slot-filling medical dialogue system.",17,,,,,,,,,,,
Pipeline-Anxious,Chronic Heart Failure,Anxious,13,PATIENT,I'm glad I could play the role of an anxious patient to the best of my abilities. It was a unique and challenging experience to simulate the emotions and concerns of a patient with chronic heart failure. I hope our conversation was realistic and informative for any healthcare professionals or researchers who may use this dialogue system.,57,1,Heart Failure,0.5,5,0,0.1206,0.75,0.0,0.0,1,0.00→0.00→0.00→0.08→0.08→0.08
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,1,PATIENT,"Doctor, I've been having a persistent cough and my breathing has been getting worse over the past few days, especially when I exert myself.",24,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,2,DOCTOR,I understand your concern. That's understandable - it's natural to feel worried when you're not feeling well. Let's focus on getting to the bottom of this. Have you checked your oxygen levels recently?,33,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,3,PATIENT,"Worried, I am! I've been feeling this cough and shortness of breath for a while now, and I'm scared it might be something serious. I've been reading online about COPD and it's been worrying me. What if it's something serious and it's progressed too far?",45,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,4,DOCTOR,I can understand why you'd be worried. It's natural to feel anxious when we're unsure about our health. Let's take a step back and focus on gathering more information. Have you checked your oxygen levels recently?,36,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,5,PATIENT,"Tension ho raha hai! Yes, I had a check-up recently, and my doctor said my oxygen levels were a bit low, but I didn't think much of it. I thought it was just a minor issue, but now I'm worried it might be a sign of something more serious. What if it's not just a minor issue and I'm ignoring the warning signs?",63,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,6,DOCTOR,I can sense your anxiety. It's natural to worry when we're unsure about our health. Let's try to focus on the facts. Are you hearing any wheezing or rattling when you breathe?,32,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,7,PATIENT,"Yes, doctor, I have been wheezing when I breathe. It's like this annoying sound, whee-ooo, whee-ooo. It's been going on for a while now, and it's been making me really anxious. What if it's a sign of something serious, like COPD? I've heard of people dying from that, and it's giving me nightmares.",53,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,8,DOCTOR,"I understand your concerns. Wheezing can be a concerning symptom, and it's natural to worry about the worst-case scenario. Let's try to stay focused on gathering more information. Have you been feeling nauseous or dizzy with your breathing difficulty?",39,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,9,PATIENT,"Scared, I am! Nauseous, I haven't been, but I have been feeling chest tightness, like someone is squeezing my chest. It's been really uncomfortable, and I've been trying to avoid doing anything that makes me breathe harder. What if this is a sign of a serious lung disease? I've heard of people getting pneumonia and it's making me worried about the possibility of complications.",64,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,10,DOCTOR,I can sense your fear. Chest tightness can be a very uncomfortable symptom. Let's try to stay focused on the facts. Have you noticed any phlegm or mucus when you cough?,31,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,11,PATIENT,"Yes, doctor, I've been coughing up a lot of phlegm and mucus. It's yellow and sticky, and it's been really thick. I've been worried that it might be a sign of an infection, and I'm scared it might be getting worse. What if it's a sign of a chronic condition, like bronchitis or something? My grandfather had COPD, and I'm worried I might be following in his footsteps.",68,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,12,DOCTOR,"Based on your symptoms, I'm going to propose a likely diagnosis. It seems that you may be experiencing Chronic Obstructive Pulmonary Disease (COPD). The combination of wheezing, chest tightness, and phlegm production is consistent with this diagnosis. I would recommend that we schedule a follow-up appointment to discuss further testing and treatment options.",53,,,,,,,,,,,
Pipeline-Anxious,Chronic Obstructive Pulmonary Disease (COPD),Anxious,13,PATIENT,"Oh no, oh no, oh no! COPD? You're saying it's COPD? I've been worried about this, and now it's confirmed? I'm scared, doctor. What does this mean for my future? Will I have to use oxygen tanks and wheelchairs like my grandfather did? I'm so worried about the prognosis.",49,1,Chronic Obstructive Pulmonary Disease,0.5,7,0,0.211,0.75,1.0,0.25,2,0.14→0.14→0.29→0.29→0.29→0.29
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,1,PATIENT,"Doctor, I've been having trouble remembering things and I've been feeling really confused lately, and I've also had some really bad urinary tract infections that make my urine smell terrible and my abdomen hurts a lot.",36,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,2,DOCTOR,I'm so sorry to hear that you're experiencing these symptoms. It's completely understandable to feel worried about your memory and cognitive status. I'd like to ask: Have you noticed any changes in your ability to focus or concentrate recently?,39,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,3,PATIENT,"Worried, scared, what if it is something serious, tension ho raha hai... I mean, yes, doctor. I've been having trouble focusing on things, and sometimes I forget what I was doing or what I was supposed to do. It's like my mind is foggy, you know? And it's not just little things, it's big things too. Like, I was trying to remember the name of a medication I take, and it just wouldn't come to me. It's been really frustrating.   What if this is a sign of something more serious, like Alzheimer's or something? I've heard stories about people who forgot their own family members...",105,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,4,DOCTOR,"I understand your concerns, and I want to reassure you that we'll do our best to get to the bottom of this. It's natural to feel worried, but let's take things one step at a time. I'd like to ask: On a scale of 1 to 10, how bad is the pain in your abdomen when you have a urinary tract infection?",62,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,5,PATIENT,"Oh, oh, it's been quite bad, doctor. I'd say it's around an 8 or 9 out of 10. It's like a sharp, stabbing pain that makes me want to curl up and stop it. And it's not just the pain, it's the discomfort, the feeling of fullness and pressure... it's all just so uncomfortable. What if this is a sign of something more serious, like a kidney stone or something? I've heard those can be really painful and even cause long-term damage...",82,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,6,DOCTOR,"I'm going to ask you to try to calm down for a moment, and let's focus on getting a better understanding of what's going on. It's natural to worry, but we'll do our best to address your concerns. Now, regarding the pain, I'd like to ask: Have you vomited at all?",51,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,7,PATIENT,"No, no, no, doctor! I haven't vomited, thank God. I've just had some occasional nausea, which is making me worried about what could be going on inside me. But, I mean, I've been trying to convince myself it's just a UTI, but what if it's something more serious? What if it's a sign of something worse? Tension ho raha hai, doctor...",61,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,8,DOCTOR,"I understand your concerns, and I want to reassure you that we'll do our best to get to the bottom of this. Let's take a deep breath together and focus on the facts. I'd like to ask: Have you checked your oxygen levels recently?",44,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,9,PATIENT,"No, no, no, doctor! I haven't checked my oxygen levels, but I've been feeling a little winded lately. What if I'm not getting enough oxygen? What if there's something wrong with my lungs? I've read about people who can't breathe properly, and it's always been a fear of mine...",49,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,10,DOCTOR,"I understand your concerns, and I want to reassure you that we'll do our best to address them. It's natural to worry about your health, but let's focus on the facts. I'd like to ask: Have you noticed any swelling in your legs or feet recently?",46,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,11,PATIENT,"Yes, doctor... I have been noticing some swelling in my legs and feet lately. It's like, my shoes don't fit as well as they used to, and my ankles feel puffy. What if this is a sign of something like kidney disease or something? I've heard that can cause swelling and it's always been a fear of mine...",58,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,12,DOCTOR,"I'm going to propose a diagnosis based on the symptoms you've shared. It's possible that you may be experiencing symptoms of heart failure, which could be causing the swelling in your legs and feet, as well as the difficulty breathing and fatigue. I'm going to recommend that we order some tests to confirm this diagnosis.",55,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Cognitive Impairment,Anxious,13,PATIENT,"Oh no, oh no, oh no, doctor! Heart failure? That sounds so serious! What if it's something more serious than a UTI? What if it's something that can't be treated? I'm scared, doctor, I'm really scared... Can we rule out other possibilities first? Maybe it's not heart failure? Maybe it's something else? I just want to know what's going on and what we can do to fix it...",68,0,Heart Failure,0.75,4,0,0.2921,0.75,0.667,0.0,2,0.15→0.15→0.15→0.15→0.15→0.15
